player_id,match_id,session_id,inst_speed_mps,total_dist_m,time_active_s,timestamp_utc,sensor_type
player_01,match1,match1,3.6,1367.3,3151.7,2025-11-24T16:20:45.000000Z,SensorTrackingJogador
player_01,match1,match1,3.91,1481.4,3197.0,2025-11-24T16:20:50.000000Z,SensorTrackingJogador
player_01,match1,match1,4.68,1303.0,2044.7,2025-11-24T16:20:55.000000Z,SensorTrackingJogador
player_01,match1,match1,4.83,1117.4,2851.1,2025-11-24T16:21:00.000000Z,SensorTrackingJogador
player_01,match1,match1,3.93,1398.9,2785.6,2025-11-24T16:21:05.000000Z,SensorTrackingJogador
player_01,match1,match1,3.38,1196.5,3445.6,2025-11-24T16:21:10.000000Z,SensorTrackingJogador
player_01,match1,match1,3.45,1332.8,3664.7,2025-11-24T16:21:15.000000Z,SensorTrackingJogador
player_01,match1,match1,3.5,1240.9,2744.8,2025-11-24T16:21:20.000000Z,SensorTrackingJogador
player_01,match1,match1,4.42,1432.2,3506.3,2025-11-24T16:21:25.000000Z,SensorTrackingJogador
player_01,match1,match1,5.03,1291.4,2401.0,2025-11-24T16:21:30.000000Z,SensorTrackingJogador
player_01,match1,match1,3.49,1386.4,4075.9,2025-11-24T16:21:35.000000Z,SensorTrackingJogador
player_01,match1,match1,3.32,1180.6,3740.4,2025-11-24T16:21:40.000000Z,SensorTrackingJogador
player_01,match1,match1,4.84,1226.2,2682.2,2025-11-24T16:21:45.000000Z,SensorTrackingJogador
player_01,match1,match1,3.97,1426.2,3041.5,2025-11-24T16:21:50.000000Z,SensorTrackingJogador
player_01,match1,match1,3.32,1358.8,2629.4,2025-11-24T16:21:55.000000Z,SensorTrackingJogador
player_01,match1,match1,4.8,1119.1,3442.6,2025-11-24T16:22:00.000000Z,SensorTrackingJogador
player_01,match1,match1,3.74,1419.7,2961.3,2025-11-24T16:22:05.000000Z,SensorTrackingJogador
player_01,match1,match1,3.97,1275.9,4104.3,2025-11-24T16:22:10.000000Z,SensorTrackingJogador
player_01,match1,match1,3.86,1174.7,3522.6,2025-11-24T16:22:15.000000Z,SensorTrackingJogador
player_01,match1,match1,3.91,1418.9,2586.8,2025-11-24T16:22:20.000000Z,SensorTrackingJogador
player_01,match1,match1,3.4,1269.8,2947.3,2025-11-24T16:22:25.000000Z,SensorTrackingJogador
player_01,match1,match1,5.04,1172.2,2646.3,2025-11-24T16:22:30.000000Z,SensorTrackingJogador
player_01,match1,match1,3.43,1231.2,2650.4,2025-11-24T16:22:35.000000Z,SensorTrackingJogador
player_01,match1,match1,4.05,1387.1,2366.6,2025-11-24T16:22:40.000000Z,SensorTrackingJogador
player_01,match1,match1,4.05,1278.9,3599.0,2025-11-24T16:22:45.000000Z,SensorTrackingJogador
player_01,match1,match1,4.89,1345.9,2956.9,2025-11-24T16:22:50.000000Z,SensorTrackingJogador
player_01,match1,match1,4.4,1416.6,2126.2,2025-11-24T16:22:55.000000Z,SensorTrackingJogador
player_02,match1,match1,5.81,1603.1,4128.8,2025-11-24T16:23:00.000000Z,SensorTrackingJogador
player_02,match1,match1,5.95,1480.0,3068.5,2025-11-24T16:23:05.000000Z,SensorTrackingJogador
player_02,match1,match1,6.14,1739.0,3964.0,2025-11-24T16:23:10.000000Z,SensorTrackingJogador
player_02,match1,match1,4.77,1518.0,4419.4,2025-11-24T16:23:15.000000Z,SensorTrackingJogador
player_02,match1,match1,5.21,1874.7,3071.2,2025-11-24T16:23:20.000000Z,SensorTrackingJogador
player_02,match1,match1,4.81,1625.0,3816.1,2025-11-24T16:23:25.000000Z,SensorTrackingJogador
player_02,match1,match1,5.36,1438.4,3302.9,2025-11-24T16:23:30.000000Z,SensorTrackingJogador
player_02,match1,match1,5.22,1557.2,3613.1,2025-11-24T16:23:35.000000Z,SensorTrackingJogador
player_02,match1,match1,6.34,1413.0,3409.3,2025-11-24T16:23:40.000000Z,SensorTrackingJogador
player_02,match1,match1,5.5,1856.8,3259.1,2025-11-24T16:23:45.000000Z,SensorTrackingJogador
player_02,match1,match1,5.99,1752.0,3472.1,2025-11-24T16:23:50.000000Z,SensorTrackingJogador
player_02,match1,match1,5.68,1747.0,5197.0,2025-11-24T16:23:55.000000Z,SensorTrackingJogador
player_02,match1,match1,4.9,1467.9,3162.9,2025-11-24T16:24:00.000000Z,SensorTrackingJogador
player_02,match1,match1,4.85,1756.7,5194.0,2025-11-24T16:24:05.000000Z,SensorTrackingJogador
player_02,match1,match1,6.06,1883.8,5170.5,2025-11-24T16:24:10.000000Z,SensorTrackingJogador
player_02,match1,match1,5.79,1754.8,4210.0,2025-11-24T16:24:15.000000Z,SensorTrackingJogador
player_02,match1,match1,5.07,1550.0,3346.5,2025-11-24T16:24:20.000000Z,SensorTrackingJogador
player_02,match1,match1,5.87,1750.1,3383.0,2025-11-24T16:24:25.000000Z,SensorTrackingJogador
player_02,match1,match1,5.21,1512.1,5167.3,2025-11-24T16:24:30.000000Z,SensorTrackingJogador
player_02,match1,match1,6.02,1518.4,4086.8,2025-11-24T16:24:35.000000Z,SensorTrackingJogador
player_02,match1,match1,5.21,1686.1,4028.3,2025-11-24T16:24:40.000000Z,SensorTrackingJogador
player_02,match1,match1,6.39,1464.9,4945.3,2025-11-24T16:24:45.000000Z,SensorTrackingJogador
player_02,match1,match1,4.64,1599.1,4577.3,2025-11-24T16:24:50.000000Z,SensorTrackingJogador
player_02,match1,match1,5.43,1605.4,3900.8,2025-11-24T16:24:55.000000Z,SensorTrackingJogador
player_02,match1,match1,5.61,1462.7,3697.5,2025-11-24T16:25:00.000000Z,SensorTrackingJogador
player_02,match1,match1,4.66,1632.9,4138.2,2025-11-24T16:25:05.000000Z,SensorTrackingJogador
player_02,match1,match1,4.76,1814.5,4212.9,2025-11-24T16:25:10.000000Z,SensorTrackingJogador
player_02,match1,match1,5.64,1783.9,3283.9,2025-11-24T16:25:15.000000Z,SensorTrackingJogador
player_02,match1,match1,5.48,1834.1,4829.1,2025-11-24T16:25:20.000000Z,SensorTrackingJogador
player_02,match1,match1,5.5,1552.1,3356.3,2025-11-24T16:25:25.000000Z,SensorTrackingJogador
player_02,match1,match1,6.3,1512.7,5084.5,2025-11-24T16:25:30.000000Z,SensorTrackingJogador
player_02,match1,match1,5.51,1542.0,3173.5,2025-11-24T16:25:35.000000Z,SensorTrackingJogador
player_02,match1,match1,4.89,1878.2,3603.8,2025-11-24T16:25:40.000000Z,SensorTrackingJogador
player_02,match1,match1,5.71,1707.2,3205.5,2025-11-24T16:25:45.000000Z,SensorTrackingJogador
player_02,match1,match1,5.74,1695.9,4277.4,2025-11-24T16:25:50.000000Z,SensorTrackingJogador
player_02,match1,match1,4.85,1712.2,4984.4,2025-11-24T16:25:55.000000Z,SensorTrackingJogador
player_02,match1,match1,5.16,1862.0,3090.6,2025-11-24T16:26:00.000000Z,SensorTrackingJogador
player_02,match1,match1,6.16,1440.6,5086.8,2025-11-24T16:26:05.000000Z,SensorTrackingJogador
player_02,match1,match1,5.97,1532.3,3463.8,2025-11-24T16:26:10.000000Z,SensorTrackingJogador
player_02,match1,match1,5.6,1709.1,3066.6,2025-11-24T16:26:15.000000Z,SensorTrackingJogador
player_02,match1,match1,6.2,1672.8,4412.2,2025-11-24T16:26:20.000000Z,SensorTrackingJogador
player_02,match1,match1,5.08,1522.4,4776.2,2025-11-24T16:26:25.000000Z,SensorTrackingJogador
player_02,match1,match1,5.28,1626.8,4514.9,2025-11-24T16:26:30.000000Z,SensorTrackingJogador
player_02,match1,match1,4.81,1607.8,4021.8,2025-11-24T16:26:35.000000Z,SensorTrackingJogador
player_02,match1,match1,5.16,1471.8,4895.3,2025-11-24T16:26:40.000000Z,SensorTrackingJogador
player_02,match1,match1,5.12,1894.0,3759.8,2025-11-24T16:26:45.000000Z,SensorTrackingJogador
player_02,match1,match1,5.27,1780.3,4133.0,2025-11-24T16:26:50.000000Z,SensorTrackingJogador
player_02,match1,match1,4.71,1520.9,3269.5,2025-11-24T16:26:55.000000Z,SensorTrackingJogador
player_02,match1,match1,5.36,1470.4,3111.3,2025-11-24T16:27:00.000000Z,SensorTrackingJogador
player_02,match1,match1,6.31,1832.1,3919.9,2025-11-24T16:27:05.000000Z,SensorTrackingJogador
player_02,match1,match1,6.34,1851.2,4789.7,2025-11-24T16:27:10.000000Z,SensorTrackingJogador
player_02,match1,match1,6.28,1760.6,3417.6,2025-11-24T16:27:15.000000Z,SensorTrackingJogador
player_02,match1,match1,4.81,1898.0,4027.0,2025-11-24T16:27:20.000000Z,SensorTrackingJogador
player_02,match1,match1,6.18,1648.7,3198.1,2025-11-24T16:27:25.000000Z,SensorTrackingJogador
player_02,match1,match1,5.26,1628.6,3529.6,2025-11-24T16:27:30.000000Z,SensorTrackingJogador
player_02,match1,match1,5.62,1424.3,3619.0,2025-11-24T16:27:35.000000Z,SensorTrackingJogador
player_02,match1,match1,5.65,1821.4,4479.5,2025-11-24T16:27:40.000000Z,SensorTrackingJogador
player_02,match1,match1,5.05,1404.1,3236.5,2025-11-24T16:27:45.000000Z,SensorTrackingJogador
player_02,match1,match1,4.76,1532.2,3804.7,2025-11-24T16:27:50.000000Z,SensorTrackingJogador
player_02,match1,match1,5.28,1422.6,3112.5,2025-11-24T16:27:55.000000Z,SensorTrackingJogador
player_02,match1,match1,5.58,1581.3,3634.9,2025-11-24T16:28:00.000000Z,SensorTrackingJogador
player_02,match1,match1,5.24,1625.2,4209.7,2025-11-24T16:28:05.000000Z,SensorTrackingJogador
player_02,match1,match1,6.08,1711.6,4344.3,2025-11-24T16:28:10.000000Z,SensorTrackingJogador
player_02,match1,match1,4.75,1448.3,3821.0,2025-11-24T16:28:15.000000Z,SensorTrackingJogador
player_02,match1,match1,6.38,1678.9,3804.3,2025-11-24T16:28:20.000000Z,SensorTrackingJogador
player_02,match1,match1,4.78,1701.2,3883.1,2025-11-24T16:28:25.000000Z,SensorTrackingJogador
player_02,match1,match1,4.59,1419.5,4569.9,2025-11-24T16:28:30.000000Z,SensorTrackingJogador
player_02,match1,match1,6.04,1659.7,3327.7,2025-11-24T16:28:35.000000Z,SensorTrackingJogador
player_02,match1,match1,6.21,1469.9,5049.0,2025-11-24T16:28:40.000000Z,SensorTrackingJogador
player_02,match1,match1,5.12,1596.5,4356.3,2025-11-24T16:28:45.000000Z,SensorTrackingJogador
player_02,match1,match1,6.11,1696.9,4116.1,2025-11-24T16:28:50.000000Z,SensorTrackingJogador
player_02,match1,match1,5.47,1644.9,4238.4,2025-11-24T16:28:55.000000Z,SensorTrackingJogador
player_02,match1,match1,5.4,1408.3,3728.7,2025-11-24T16:29:00.000000Z,SensorTrackingJogador
player_02,match1,match1,4.71,1608.3,3676.9,2025-11-24T16:29:05.000000Z,SensorTrackingJogador
player_02,match1,match1,6.21,1836.0,4384.4,2025-11-24T16:29:10.000000Z,SensorTrackingJogador
player_02,match1,match1,5.63,1532.8,4442.3,2025-11-24T16:29:15.000000Z,SensorTrackingJogador
player_02,match1,match1,6.35,1689.2,3500.6,2025-11-24T16:29:20.000000Z,SensorTrackingJogador
player_02,match1,match1,4.6,1640.2,4153.3,2025-11-24T16:29:25.000000Z,SensorTrackingJogador
player_02,match1,match1,5.87,1787.3,3836.4,2025-11-24T16:29:30.000000Z,SensorTrackingJogador
player_02,match1,match1,6.06,1521.1,4259.7,2025-11-24T16:29:35.000000Z,SensorTrackingJogador
player_02,match1,match1,5.83,1495.4,3970.3,2025-11-24T16:29:40.000000Z,SensorTrackingJogador
player_02,match1,match1,5.3,1606.5,3448.6,2025-11-24T16:29:45.000000Z,SensorTrackingJogador
player_02,match1,match1,5.45,1705.7,4037.5,2025-11-24T16:29:50.000000Z,SensorTrackingJogador
player_02,match1,match1,6.11,1763.7,4552.7,2025-11-24T16:29:55.000000Z,SensorTrackingJogador
player_02,match1,match1,5.49,1680.4,5195.9,2025-11-24T16:30:00.000000Z,SensorTrackingJogador
player_02,match1,match1,5.41,1588.4,5104.7,2025-11-24T16:30:05.000000Z,SensorTrackingJogador
player_02,match1,match1,5.37,1666.6,4201.8,2025-11-24T16:30:10.000000Z,SensorTrackingJogador
player_02,match1,match1,5.78,1833.8,4497.6,2025-11-24T16:30:15.000000Z,SensorTrackingJogador
player_02,match1,match1,6.03,1532.2,4065.2,2025-11-24T16:30:20.000000Z,SensorTrackingJogador
player_02,match1,match1,6.32,1539.5,3656.7,2025-11-24T16:30:25.000000Z,SensorTrackingJogador
player_03,match1,match1,4.9,1492.9,3696.6,2025-11-24T16:30:30.000000Z,SensorTrackingJogador
player_03,match1,match1,4.48,1376.1,3075.8,2025-11-24T16:30:35.000000Z,SensorTrackingJogador
player_03,match1,match1,4.07,1324.2,4055.9,2025-11-24T16:30:40.000000Z,SensorTrackingJogador
player_03,match1,match1,4.51,1215.1,3261.6,2025-11-24T16:30:45.000000Z,SensorTrackingJogador
player_03,match1,match1,4.19,1458.3,2868.0,2025-11-24T16:30:50.000000Z,SensorTrackingJogador
player_03,match1,match1,3.83,1409.2,2322.2,2025-11-24T16:30:55.000000Z,SensorTrackingJogador
player_03,match1,match1,3.29,1482.1,2173.9,2025-11-24T16:31:00.000000Z,SensorTrackingJogador
player_03,match1,match1,4.87,1362.4,3644.1,2025-11-24T16:31:05.000000Z,SensorTrackingJogador
player_03,match1,match1,3.6,1431.2,2596.5,2025-11-24T16:31:10.000000Z,SensorTrackingJogador
player_03,match1,match1,4.22,1208.6,2240.3,2025-11-24T16:31:15.000000Z,SensorTrackingJogador
player_03,match1,match1,4.54,1195.7,2111.7,2025-11-24T16:31:20.000000Z,SensorTrackingJogador
player_03,match1,match1,4.84,1190.3,2512.2,2025-11-24T16:31:25.000000Z,SensorTrackingJogador
player_03,match1,match1,3.39,1232.1,3039.3,2025-11-24T16:31:30.000000Z,SensorTrackingJogador
player_03,match1,match1,4.44,1155.0,4121.9,2025-11-24T16:31:35.000000Z,SensorTrackingJogador
player_03,match1,match1,4.97,1163.2,3436.4,2025-11-24T16:31:40.000000Z,SensorTrackingJogador
player_03,match1,match1,4.8,1290.3,3431.2,2025-11-24T16:31:45.000000Z,SensorTrackingJogador
player_03,match1,match1,4.57,1214.9,2627.9,2025-11-24T16:31:50.000000Z,SensorTrackingJogador
player_03,match1,match1,3.32,1407.5,3435.1,2025-11-24T16:31:55.000000Z,SensorTrackingJogador
player_03,match1,match1,3.63,1395.5,3870.7,2025-11-24T16:32:00.000000Z,SensorTrackingJogador
player_03,match1,match1,3.28,1468.6,2919.3,2025-11-24T16:32:05.000000Z,SensorTrackingJogador
player_03,match1,match1,4.72,1473.6,2079.9,2025-11-24T16:32:10.000000Z,SensorTrackingJogador
player_03,match1,match1,4.72,1415.2,2409.9,2025-11-24T16:32:15.000000Z,SensorTrackingJogador
player_03,match1,match1,4.56,1448.9,2636.8,2025-11-24T16:32:20.000000Z,SensorTrackingJogador
player_03,match1,match1,3.28,1219.4,3326.1,2025-11-24T16:32:25.000000Z,SensorTrackingJogador
player_03,match1,match1,4.88,1234.0,2999.6,2025-11-24T16:32:30.000000Z,SensorTrackingJogador
player_03,match1,match1,4.36,1309.7,3956.4,2025-11-24T16:32:35.000000Z,SensorTrackingJogador
player_03,match1,match1,3.45,1301.7,2600.2,2025-11-24T16:32:40.000000Z,SensorTrackingJogador
player_03,match1,match1,4.67,1232.3,3608.5,2025-11-24T16:32:45.000000Z,SensorTrackingJogador
player_03,match1,match1,4.37,1387.4,2031.0,2025-11-24T16:32:50.000000Z,SensorTrackingJogador
player_03,match1,match1,3.81,1218.0,3483.7,2025-11-24T16:32:55.000000Z,SensorTrackingJogador
player_03,match1,match1,3.55,1344.4,3405.2,2025-11-24T16:33:00.000000Z,SensorTrackingJogador
player_03,match1,match1,3.93,1271.1,2721.4,2025-11-24T16:33:05.000000Z,SensorTrackingJogador
player_03,match1,match1,3.92,1138.2,4159.7,2025-11-24T16:33:10.000000Z,SensorTrackingJogador
player_03,match1,match1,4.06,1474.3,2015.0,2025-11-24T16:33:15.000000Z,SensorTrackingJogador
player_03,match1,match1,3.89,1278.7,2587.4,2025-11-24T16:33:20.000000Z,SensorTrackingJogador
player_03,match1,match1,3.79,1333.0,3260.3,2025-11-24T16:33:25.000000Z,SensorTrackingJogador
player_03,match1,match1,3.67,1243.8,2519.9,2025-11-24T16:33:30.000000Z,SensorTrackingJogador
player_03,match1,match1,4.4,1286.2,2351.4,2025-11-24T16:33:35.000000Z,SensorTrackingJogador
player_03,match1,match1,4.43,1469.2,3953.2,2025-11-24T16:33:40.000000Z,SensorTrackingJogador
player_03,match1,match1,4.59,1376.1,3405.2,2025-11-24T16:33:45.000000Z,SensorTrackingJogador
player_03,match1,match1,4.89,1247.0,2485.9,2025-11-24T16:33:50.000000Z,SensorTrackingJogador
player_03,match1,match1,4.92,1291.3,3001.0,2025-11-24T16:33:55.000000Z,SensorTrackingJogador
player_03,match1,match1,4.98,1249.4,3544.3,2025-11-24T16:34:00.000000Z,SensorTrackingJogador
player_03,match1,match1,4.84,1402.9,3764.4,2025-11-24T16:34:05.000000Z,SensorTrackingJogador
player_03,match1,match1,4.69,1404.7,3496.8,2025-11-24T16:34:10.000000Z,SensorTrackingJogador
player_03,match1,match1,4.27,1414.9,3156.1,2025-11-24T16:34:15.000000Z,SensorTrackingJogador
player_03,match1,match1,4.15,1244.7,4017.9,2025-11-24T16:34:20.000000Z,SensorTrackingJogador
player_03,match1,match1,3.4,1431.5,3986.4,2025-11-24T16:34:25.000000Z,SensorTrackingJogador
player_03,match1,match1,3.56,1314.7,2362.0,2025-11-24T16:34:30.000000Z,SensorTrackingJogador
player_03,match1,match1,4.74,1276.7,3496.6,2025-11-24T16:34:35.000000Z,SensorTrackingJogador
player_03,match1,match1,4.49,1295.5,3977.6,2025-11-24T16:34:40.000000Z,SensorTrackingJogador
player_03,match1,match1,4.0,1122.3,2290.3,2025-11-24T16:34:45.000000Z,SensorTrackingJogador
player_03,match1,match1,3.95,1325.6,3229.4,2025-11-24T16:34:50.000000Z,SensorTrackingJogador
player_03,match1,match1,4.41,1223.3,2047.9,2025-11-24T16:34:55.000000Z,SensorTrackingJogador
player_03,match1,match1,3.66,1101.2,2479.4,2025-11-24T16:35:00.000000Z,SensorTrackingJogador
player_03,match1,match1,3.33,1269.5,3540.8,2025-11-24T16:35:05.000000Z,SensorTrackingJogador
player_03,match1,match1,4.17,1124.1,3967.3,2025-11-24T16:35:10.000000Z,SensorTrackingJogador
player_03,match1,match1,4.98,1288.8,2631.6,2025-11-24T16:35:15.000000Z,SensorTrackingJogador
player_03,match1,match1,3.52,1154.2,3411.4,2025-11-24T16:35:20.000000Z,SensorTrackingJogador
player_03,match1,match1,4.5,1485.5,2823.8,2025-11-24T16:35:25.000000Z,SensorTrackingJogador
player_03,match1,match1,4.79,1279.4,4017.7,2025-11-24T16:35:30.000000Z,SensorTrackingJogador
player_03,match1,match1,3.87,1132.1,4121.1,2025-11-24T16:35:35.000000Z,SensorTrackingJogador
player_03,match1,match1,4.76,1153.2,3892.6,2025-11-24T16:35:40.000000Z,SensorTrackingJogador
player_03,match1,match1,3.4,1497.1,2864.7,2025-11-24T16:35:45.000000Z,SensorTrackingJogador
player_03,match1,match1,3.42,1491.5,3836.6,2025-11-24T16:35:50.000000Z,SensorTrackingJogador
player_03,match1,match1,4.55,1491.4,3018.6,2025-11-24T16:35:55.000000Z,SensorTrackingJogador
player_03,match1,match1,4.48,1269.7,2834.4,2025-11-24T16:36:00.000000Z,SensorTrackingJogador
player_03,match1,match1,3.6,1284.3,2341.3,2025-11-24T16:36:05.000000Z,SensorTrackingJogador
player_03,match1,match1,3.53,1450.1,3684.1,2025-11-24T16:36:10.000000Z,SensorTrackingJogador
player_03,match1,match1,3.25,1364.1,3352.8,2025-11-24T16:36:15.000000Z,SensorTrackingJogador
player_03,match1,match1,4.88,1455.6,2529.5,2025-11-24T16:36:20.000000Z,SensorTrackingJogador
player_03,match1,match1,3.31,1337.6,2982.2,2025-11-24T16:36:25.000000Z,SensorTrackingJogador
player_04,match1,match1,4.4,1448.9,2538.4,2025-11-24T16:36:30.000000Z,SensorTrackingJogador
player_04,match1,match1,3.27,1275.6,3187.5,2025-11-24T16:36:35.000000Z,SensorTrackingJogador
player_04,match1,match1,4.55,1410.4,2308.3,2025-11-24T16:36:40.000000Z,SensorTrackingJogador
player_04,match1,match1,4.98,1193.7,4016.1,2025-11-24T16:36:45.000000Z,SensorTrackingJogador
player_04,match1,match1,4.23,1331.0,3699.6,2025-11-24T16:36:50.000000Z,SensorTrackingJogador
player_04,match1,match1,4.66,1194.8,3927.8,2025-11-24T16:36:55.000000Z,SensorTrackingJogador
player_04,match1,match1,4.96,1308.5,2909.8,2025-11-24T16:37:00.000000Z,SensorTrackingJogador
player_04,match1,match1,3.69,1322.7,3301.7,2025-11-24T16:37:05.000000Z,SensorTrackingJogador
player_04,match1,match1,4.51,1170.1,3493.3,2025-11-24T16:37:10.000000Z,SensorTrackingJogador
player_04,match1,match1,4.19,1118.8,2757.7,2025-11-24T16:37:15.000000Z,SensorTrackingJogador
player_04,match1,match1,4.35,1252.5,3153.8,2025-11-24T16:37:20.000000Z,SensorTrackingJogador
player_04,match1,match1,4.44,1263.3,2659.8,2025-11-24T16:37:25.000000Z,SensorTrackingJogador
player_04,match1,match1,3.52,1315.2,2530.1,2025-11-24T16:37:30.000000Z,SensorTrackingJogador
player_04,match1,match1,3.6,1443.0,2317.6,2025-11-24T16:37:35.000000Z,SensorTrackingJogador
player_04,match1,match1,4.02,1123.0,2907.9,2025-11-24T16:37:40.000000Z,SensorTrackingJogador
player_04,match1,match1,3.94,1312.0,2854.5,2025-11-24T16:37:45.000000Z,SensorTrackingJogador
player_04,match1,match1,3.65,1232.1,2174.0,2025-11-24T16:37:50.000000Z,SensorTrackingJogador
player_04,match1,match1,4.0,1248.4,3178.4,2025-11-24T16:37:55.000000Z,SensorTrackingJogador
player_04,match1,match1,4.68,1120.6,2829.8,2025-11-24T16:38:00.000000Z,SensorTrackingJogador
player_04,match1,match1,4.28,1115.8,2160.1,2025-11-24T16:38:05.000000Z,SensorTrackingJogador
player_04,match1,match1,4.64,1335.0,3477.2,2025-11-24T16:38:10.000000Z,SensorTrackingJogador
player_04,match1,match1,3.57,1183.6,3995.5,2025-11-24T16:38:15.000000Z,SensorTrackingJogador
player_04,match1,match1,3.73,1463.6,2466.0,2025-11-24T16:38:20.000000Z,SensorTrackingJogador
player_04,match1,match1,3.52,1396.6,3643.1,2025-11-24T16:38:25.000000Z,SensorTrackingJogador
player_04,match1,match1,4.54,1465.8,3530.4,2025-11-24T16:38:30.000000Z,SensorTrackingJogador
player_04,match1,match1,4.45,1258.7,2526.5,2025-11-24T16:38:35.000000Z,SensorTrackingJogador
player_04,match1,match1,3.76,1213.2,3025.8,2025-11-24T16:38:40.000000Z,SensorTrackingJogador
player_04,match1,match1,4.35,1223.4,2791.2,2025-11-24T16:38:45.000000Z,SensorTrackingJogador
